00000000000000000000000000000000 00000000000000000000000000000000 66e94bd4ef8a2c3b884cfa59ca342b2e
945a6f4e00281b12b099c7dbb9f99113 94fd734f0e11cceafe3475f0c0d9414c 9326512178a486563c97bdf82b5435d8
e96f6cbe90478028ef438a6a97f49f90 788a9a402250612120c32b02832b8b8f dc82fceea63f470bd69926ff4a3d62ab
efa7f3e0971dbcd9d2e5b409d6823097 861fc5d10b00b43708d052f629ae9be6 aef66dfa13ea3571b64a051b52f2502a
5ce8fd91d86dfa75468be82bcc1df2d3 55e626de66e0b0de685549f92636afc7 86c34188e602f2c29d8bce5ad9acbfef
4fdc3ab4af7d7a9fc88c45820e949409 d090c2603de74d337476d058efb95919 c3cc418a01327184ac79ba566cd92aab
78cdac347d35c992b54a95ac2f5585e5 bfd1d56ecc9966977ec2b131edb20a7e ffcf918189a3bc1d98fd145a7151aba2
a38bbb1a29bf1df04b317caafc01db63 226bcb4b302e0d8141e3f27f753b6704 5dc1cb5772c991544a1532d81a426363
48da4953a571b49c509622df86c0fe66 b55051e681aa0648e4bda104bce02e28 2e38e8a17de32e67a3d57d26ba93cc89
451a6b332d8787db93d0e6533ecfa6cf 5a4aaffcc8153790460d5fc8b1bd9822 7b1c80b3c7e28ca19506c144632c6ee1
ecf8ce563bb3e26deb1e8936c5aa3b44 7916a9ac3e01ae18d69373d6c2751561 9a9ea7e8a4cdd8a26d465c9fa324589f
85d6a3ee6d40318c9d8a06582a0b19ea 5785e4e1390873d6f673e6af8adac988 d2588712b4471263030a1f5d1403834a
b71b087cc67298c47e444afc06425388 4965113c22feb8103516b8b935af570a e11b6689f14c5dcba90cfb297368a4fd
9d9aad152b670d224313712b0b30a32a d97e36e94d0cc8896b158536a24c9c44 b10d62fccb62331a74a6e33aef61f79e
357055c2dd400d552449a7994de88181 807054d700c45a416c533c5e39fabe56 5e0580c9f66218e3bbfc5957b787540a
eeee1c578865291dd8158d4a2e61353c a7390fde58a6a9f14c999e9a45ec8fc7 d9efb9239602c8b33a60e242171530ab
407e4df4025c11b754ce23e3d386217d bf08a622d81078941f82198dbe4f2fc5 90804f4cefa71d3601c6fc989e76f50d
2fc4b11aa9181b5248ef040a06de1668 cbcdbc12dfc456618f35bddd6b78c1fd 909a82e012a2939428984684bf10b232
efffc1c91a50b725aff718d470210120 650e455725485c1df6d47c9d955d6096 8044faa01e1c8c3d0da5255c2b076e73
89d52ac8a32d19ed9434c76010719f13 e6bc1e9275cede8c53534539822ee390 508e803099f2783c160e469902669e6c
4920ed14b168c6f3300048448b8c695d 506109e4f355a94b69967f90f680c788 9e22a2e7c64eabf7387457df846f1de3
5e34d1ecffd1431db75d3075730692e5 2773f546fc3c941b06cb79c9a862b60b 89d8d149ad5536c8521309daca791617
329de8d35c7bb54b28732b0345ee199d ea18a0ab916db903958b78179364dd69 47072c985ff35494d47986459c98bf8a
7c5b771d61997cd3f14b93e2687535ca 80fb3e0a88a91b30ab9c583da35217c9 482675f9a10a11c8fc4f06c5b234380f
9df4f7fcd60e3896f58bc76bd7217a29 9b38951d51bf6e730aa4d92a4bcf4eae 9fd9a58f31bddebb89a21c7c3f290fcd
56b8cd3d939ab028483477beb62853d8 b556531a3ae6626f48db27e9282cf6f6 45dd6c6017b61e510247bdd0556c019a
66c7d660baf475ce583963f87329fd8a 19d2c2e894647fd12321454ba380da8c aeac4e6f2664b3578518e6dde5f004df
9a7cdf408e222cb66c551d7a016f8050 5c10a219453b26351fc3eca686324251 915feb6eec70cba5c9305d7061368b8c
ff8c240ab1adfa06f887b00258a76fc9 a2998afbcb5cf4ecc327a94b7ed6fab9 c92306edb25f2ece8f7d68d9e955466e
9fdab898c7fcfb51f40229737c352a64 b82c335015b60766eb751e10abe26e10 ba8eb4dfe2402d310209eb39a6bf8456
2b0fd4e9a6d13d51d9ae45f88d6cf899 609544f8fb1bb3749e3d821c001e0440 b107a4c56841a8af158ef5ae85d3ead0
eae71637d7a5fec86197289e97bd25c7 2d31defa9f4c26e4ee5bfc8acdf01bde cab212b5f258740ff027dd7d1fcf06ae
04352db0d9250b782cfb6da9387a175b be75534297afe72e3572a68aaecc3435 396e4a87c8269e2b82d1445226c73a2e
d698ac4e3dd0ff328ed6123f7b57475c 4e95d4141804ead18ba3e14780e3e316 902104e323791fa7b2808839814eab17
8193befb6065d7c0a4b8a97212402a17 8129eaa6870209936131baa46916c156 c8be52a912e0bb9bd13d2bbc92aab454
5cfad3f0099b383ae066f663eaf872f7 656a894e9566820aeb17c65392f7d22f 1dfebabd633865097db022eac2d5b867
e58d1551b078f0caefd2ddd846c73994 826ebce498b0ddeb90e9844d34e7ef3e f600b211616f606233ba6e3feef55f30
dedf965503b4d7194f5b528b6a2b849c a5633894bac1bcce52009198da309017 bbc0f6c06765f75d252732065b14f0e3
3ebebe3e331b5c38763b37050b59eace 6c02673e65a3da66a10e84129bd49f44 595dbcd2dc405974bd343350da940078
3ac11b8d472718de2f93271251d6aaba c2b43b1355f28105b466a8a206eb8902 c263c940350c9c33cbdba1596682c369
fa47734a2ac22fc0c89eccca4df7f35b 195b467ef08705782990d6dc7af7eedb 92f71e54afa8b4e98f643827d8fe7bef
7c5078273bd7d6196ab05d80115b1ac7 d60984cb7cf0fd538e48bd1342855f82 fa972cccd782bba65eacaab0fe1d429b
5c9a00f322a84daa5998592cb910f82d c6a1b5c6b0c14926d22222fc88d83b24 d77c6c3fddd7d61635de57a1ea304cc3
381c51d2586694dd5c5ddd510f4d3d4e d3565c1bd24196b57efbac835b30aed5 54ba6d828ebf9fe7b03045c6c469ebe7
f9f95aeb11a3159aa420224b5f2f5520 7560cde4edf2ec34cf2e4524346da58b 74b9f2d053741a3271ee243b71cb0a3c
a95315e94b2ffeb8656b210840449dc7 79e0e950f3022fd228cb30e7d0809f9f 547e02d5f2d568062350d80b1564191e
6686c9cd763015acb13a3be8133b8e8d 3b5439d75f8d87f1faf805bf5fcba7fc 83a378b773436d4697161b63c3860514
5a4f89b03c559734bf8e9b2d6270864c 385dc16ea718998929ef6b2873596e0c 4887e6cce61ed6e13770fdff7bb16c6a
3abcfeb6f884b2dc2f8cf3aa5ad94e3f bd80a940f15c1cc7d5727d1063859cae c54bac58f41698fb5e9f6ae04831a84d
0075a0f65b9a5a72fda4e9ceadb61f6e 40f49c8ced670e40d8b9978ab4707c70 29fd8fb228a18c85bbf43023bd1f7165
e250eed94b4bbe89651a0c741b26c802 9a474d65df2a17d67405b356f493e82b 608b8b9201b4e2941a14ce02546689f2
23430a423d485c7cb6a23f068c7106cb 1e047da54c75c1ee78cbab6a4e95eff9 b522e73699ac7607e4f30c46dc2db962
7b1413928859d704654ff40fa27913b1 d192dd5a43817f947696662302a7f297 19243815d60fd41883101bc654656fa5
97740820e1757423333a5542141db4fb 280b35d495dbe3466e0bd665c3046790 49e558cc1bde0fd5e729afb7cf916bc1
fd51ad66199c132cd330c99c0ee8d816 6b99c83ba7476a7c3906ea015dc2752d 54912a390e27297e815e65d61f006ee3
4dff588762bf365106f53a80bbf69de4 e3591aa6d3a9a1eb278a3570c48c1bee 49781f2e4829a013067b77655494a384
1053bfafb2c49ca30f783ebbb17ac939 791f063df4c61f50050ebd7ed2e9dbaf 479154a21051983f3d323723175cea8b
0266947aa5c9dff43cab9d393d157db6 68f688690374425687dc768f8a497d9c f2533f1506fd7f2a82b09bd483ebbe40
ef2f2de84aac6cba9bd1eeea6dba45a7 5c2b7546342decf800777ba5e4212f38 716925af6a9ff700d9bcb2b740f7f5e6
2da9560c2135eeeb0b315112b7b360c3 4a3afe82479f31a55add9ee0db79625e 424c484b163f0a1e563b51ec7c0653ec
8ee0d2287a4dfa82d9661ac418f9dfca 4aea0ce2ba222f340642d24fabc7784c 51535f008ed4265924959313495007fe
dc694bb1c15eb04c6b7b57d9adb3648d fc1d225ff026492aad4287b35cd286b3 af68437f11ccd2f02cf300fffe98cf4b
dee585bcedb6fb764c403698d5cdc015 8dfa34db7ae98c1f21dd87e54bb5299b 111bbc9e6a31ea7e4b5aa47b04088632
aab9c7f5054f92835d4e3c9272079060 da6a202da425e127460527404cad3f6d 354a11e4678c271072c6f9480951b457
acdbb537d0cf12f186e3cb91828d37b8 4ce9fbc19ac142c8589a580d5203ba7e a666a4bc0040dd5a1a4a9dd0adf03277
11ba7faecf71c364285b97b749a810a3 ff501559624b4c6265b2da83fc6470d8 680f15517a018081cb2724865abf0d01
3b36302aed30528b4779daba792b8bfe 6ce26b0ad7433086a04d31fb5f922417 94f2757303c6bf367499176ca35b9a99
9f66d5cec7bb53414500e2a0ed2dde19 9d997c447bf8a5bcf461b1e979ab6e15 350a23b00c762fb33d6aba9b97ae3e18
87c89df584dc8df999c59d23805c1ff8 ea0698c6fd54ed9dccc788d7cf4780f7 2ffe6c4a600a26bf0152a487e09b93b8
943ce3a86feec6af74ec4db3bc7efe14 7a5eef710e32d9d9bf6f9fec288ab13d 5f8b8f1825ebac9f43406b0f34d5967e
700ea1f8af30dbd90de8e16168a6a3f0 a2807ecdebeb46e70bf3d36ef784b165 5ec23c3f007e0c959a94d28dc562f3d4
1f552d2ab546fbe8c1d2515315382970 eb2a5720fcc5559fffabace8b45feb7c d0fca6bf3c37fd1ac16ac8eb01006250
00d19cf5ab9f46369605831e9816676e a81ac6996bccb788da5f81681da0c7e8 c7d05d6d4ada7cd92eb6a5b0b00ad5ff
e5253b1e052a17a99848a44b7e8a1547 aa1b8b3ffa47fc600e44e4bf8324338f df3d8c312f2cbe8d2a859db4303364fa
05bb060134b9b5f5e2449930d2ce4287 9b6e53705ac23e9448876205110fe307 b49d95515189b2323e684b1233f9a069
1895a5a0fd851cf917680a9b3363033e 5d57d8d5355da942751ee434950b402c 3998f04767e419c83c570a1d397a9739
ba72e748183afe25c4c1d68adc825033 941ef2451196a64f55eef2955a41e6c1 e2397c72aa6033737a747357a441ebb7
42d13940643615d5aea2fbaedd0a4772 caeb84caee4b7adc21fd03cfb220e7da b43a33b53babd3f8b5630319b18c3ba5
cce73ef970b5002bd4d39d8b426e615b 52ada57d5ced826b26010fdb0c492e1f f11d541d0b7a57185d37f25023dba680
a199e1c42e6f7d3563360f92c58c01e1 33171d6293326f344155b74851f780cf b811ffed027601e442b1d005829bdf0c
cf02af1befb56de78a89bbce92bc2e06 8eef391eeb34be9145c64cbf971f6203 a6c90d310d86a4f99a59b766c1c1bd9e
45ef978b48b2e14b32a806f78f9f85ac fa32d5c27ac26cb9b09738f9320c3ea6 51f29b32275eacced46a7d39ae775832
43d3f7220a3b3f13445818801a97ac5f 947d949270dd33cef52cae4fca51ea6f 644982399f91237598314ae6607667f4
bdbcc6803e1a61ad6a79585b2f4734c2 c0d34487d634dd520d5c370028f6b71f 5f895b7e6d9f8839ee6fb8299a6ae6b7
1b833b7158baccb769d91573138ba759 d751074e83420f8a3b423f6646a2e056 3e0a3e4d78d7e1579286b44214a216fe
fa6878c8c3922bbb9c25f4ae94414892 ea50077e79d1f31ce795cda533c0f5ea 32d0da40dd5a556924e874dfb8ced1f4
b7a7a760a606e4610cb63334d93f908e aefefd00ed3badfeaa2f1247ab49b2a2 62b68452d4314c23ac5ed7a9e53c6c80
e84921999bdfe7b860a9b4e1cd9612bd 6df354d4a32577bade49ce8269c0e932 ae0335bd3190a6f3d79539fb7ffd49cd
8838adfcc7f25deca52b2a76a726d099 2eeba7d526605484c9f3b168e076feef da821ea315abcd3d669d66f82485f46f
a01ca0be2f174eb61ecfd2fcad6dd2fc f5892a4e4cb9f0b3079f992bec190b73 1c73a8b2c3bfa775ff2baa6ef88c1a1a
7587ba9e342039ab86beec8738428632 1c15035c016fb48605a3e6005655b5ad 56bd47010ad0a74531197b398185b8be
a529a0635b08509418c8056dc16866f8 9899be67b6c3045683927adc0ace229f af73b7d0de5e2c858e559413272819b4
3d139d95f4ed77f9a255dcbb6fad12b3 0160dde5aec0adf72f9eafbfb3c85711 726d3d3bc2db0135e3eb239dcc42fa07
aab8217e0f8cd5fc97aceabe0cc5643f d454eea352998df75b2e14a64e81774a ff7e6a40db996ade4a1d3dce5ab8f5cf
976732a1c0985105a81531681517a6b8 1f5117a1a92ff527274b3ca2af3063c7 52dce3ab37ce59640964a2e77c756dcb
75f6e6efec99b6650a3250c89aac2f45 3606a5d8224f9b2dc9dd7ac43f2fcb12 ff2a862065f562c4a5fe8528c12a8a03
0732b9d02703adc66c95ff9ad6c09702 838f7559ca13a4e966babb435a375dcc bc200b09f62b18653dee85344dc4f936
e4cc40b56c774069faaabadf0b495eaf 6bc1538bc93dbd4dac0eee26e3444a76 e1dbcf4c35f169b6333785a4866e9cac
5ede3dd559d16442ee030b7c63576c2b b90994772ec1a4824d8d9e0b9d7d5445 29288548048842cf7e1b87a4b9af7b15
4cc5a1824dd23f1979c8a7be95ef3397 cc5e2f6ccf6adb118fe6ec5a1ad72611 be7d6e118df1e636337bb01bc541b09b
f1e526a8bd9946718cc50d0567ff042a 3079d581ee8dd2b5b76235f298656029 87ea41d0204446328bd22caa3241a62c
602cc1b0ad59d2172779e4669f17cfa2 594a5cb0208a9a46b9e1e09aaa5fed4d ca7b1b04483f42e0f007db71c4caf1c9
7ec67935f0163187805f2c351556bb3c a88dd2e28c727d5556b8e1443ec48c11 81536e6457279d266b4ec59a8dc64a4d
00a62b130572feb25849a7d422070ce9 fe49f0857521a6a8e0e3425ef9b1ca77 0da593e6c43ca1f3d8bf29465832c065
70e7f2821536c28e0c0e9abcb0eabb0c 4254262b0815004c00662fa7f59f2ebc 1c0500498f864d6d60208608973db7d8
92cea3b691dc11ffda10a4d0cfe4658e 64080f45cd16195ba317139cc07966bd f88a8a67e89208f03c8aa0db77712e55
a4d06b3b54c17e64a29fa08fb7c35366 ccfa1f2c5dc8ce7b11362ecaf6057042 1af7a57cec7ce9f628bb1aabce95fd61
d838e1dd2347439c2d85635410344fb7 81dee938d0963e4273d6baf6dbb2259c fd5598ec93dcf233144725ddd5b8d1c3
06a8e9b4a9b0853e08cb02d8ded22ca9 6b1bd10778bc0ddad6a33ee6438351de d476c706fe314b2cbe2364a919e7d8be
a604599fe7b01067eb0d0851c04091ed 1031886eea33e1ee3fc2f7c2eee0983f ab1d86c998d22fc49a3b6eff8a35582d
01c210c9bd2de344ed579d3006f09112 15193aa09b8e79bb59b2662a7056fdde 72be5ea33ad807520d7c56130b00f39a
32cb19f962f34294af3b8e7147cdd894 eedec3e9f0b1d4ee6c736eba1421ef25 178af894532a761482f826c1cb5a5aeb
47d9339b05b30af2a4621143eeae9a75 33c1ce862df29b2940957c23f95d49c7 82db6d718be5d78307ee3e90a8944e1b
d5635a2386add4e462603bb7ba7ed070 0661705cb68d4c4fa3325ac01ef29766 1a8b0b744b25b8a8a92a69f1c63a14c6
27fd903d917da71d5c36d9b73ad0c834 9a1aeeb7ed2470ae77fa344e18467711 2cba269ae77020114ddf7926f2597a9a
7b133c1bf248453a8a4ea265a4504552 23670b7ed824b9edf3e89719d3e78ff4 5db91464ee4fad2994417f410073c498
1696cf2f50da830b41f62a0ed7ef39cf 44a6f6981be7f505a7628de35e029fc0 33d8f1b4f13b65d640cf95fd4c2014fb
cf54703744b5ecaed3fae208abf5947e 225634b43f264e876cfa9dd0509255b9 a9f0edcc2d91d92a21b3fcc7db94a935
1dacd0f692121ee3c14bf99cd1be3971 e15aaa57d776b5a9cf8e7ed696824a46 2dd6dd93757a5e564b5428b2465eed32
4ca5391e7d71fd9c8da750b11b4a352c 9f0c61181f43d938af1d53669d2db43b 3652ef22dca87571aa6ae018adceddf1
c8d1b97e33012773ceadbd60ec2328c0 f235292b743f33f975d3513b7f3e593c 9de84978a33d85ec9e011046d9ad0127
af59f5d1ffba9c483c5e6b766b78098c f57876940166bc63c2893f369068a273 f6879fe55369a588e95f90e17b2e8fcd
f3fb05b7691704429f9082543bad0f7f 4b63f797d2ee661cee24d4e803b9be36 64b5bd1bbe41774a96828f5dbf62536d
039190fe55ab2f1491f0d40b9107f203 b43425cc7095560121e08adb6264fb7a 2981ab8fc16190808e3c4b7d82b2b55c
4ea1cf51aa598ae379f61562d7dd10d9 b1828b94a6f38649061d39ebeb782532 a2a25d71de229f1c2003c7c8736e4e8c
77b861661a36fa2837a849e1305600d3 d90531c2152a63a5565efb26b80d32cb 3f5547f58a4e41f46081477bac5958b2
7cede6e92404cc07c4e7e203533e2463 d8662a251caf55e0561131aab13ae68a 0036ab6d5aa9684bd27006621fdc82e2
4f659f0eed119390dd3f26619a321141 6d4b462138525b1453e97f763e8ef3a6 9f6aceb37fcd9fbff1d28b3cff0931c2
a0f308d76db9ab4df324f5e73070b203 cd891409b78f778905fb930f4d196086 b08cd15eb07fbca3a0d9bb4fad87301f
0a2333d7ef3e0121d2e8f50a4508f2ee ec020a464618e2c73b55101e5ff8b86e eaa0597c96fae8166e78991233de6cfe
4b3f4e172e1cab302f4b120720dae97f 960d34a30b1c5c21630a9fbe804a7e47 ed3926bd85d9cf24f2cc0949e6bb7bd2
b93fd0afbff42fd1ffbb7ad8d0182231 cb6dbba9184d90727c81c3637b196e54 e40c40aa6f70d068d22d8a28fbe57c85
b8588da1afe39944935d37f8a80d8542 ab1d40a4663ab7a290423b3eb33ad43e 1f66b5e9017688717625ea70a01a9d59
8539680fef408296e90967ef6f05b8c9 8bb62a9751ecde2c175a8059bd76b06d a09b49e7c35c08a8784d290773e03420
df65f89a22d2b3b2aa0a6d8fb9f26ca3 990cad8550b719f89ce4900ffd28b1e7 8c950a679b135cf0468088777fe73930
fc1e6d5abe54038c9a6ea3691c8ec089 b1cd093393962eb69a934ee154d45189 0717b103c92335176bf6e0c42df3e9a0
1a1d936c92ec7feb681b92a9600cf111 e5faaab6bf5660447acc47be9664549c ba07e98a400395b6b4904ec41302be77
f9029bb824aeecf884bc90c0ea378112 b697674043c8752d7197f5f908a0b818 1811443d7bf9ff4132093d180704ed6b
5393a8266c8f070fd4792ceb62840e34 e504c5dad514986d787027da83f07e0b d08a01960cabc0581300deae0308f587
db09850d197b1aa363115a17431290e9 ca6c24d07174498320511b787ae94980 347636d298a8b4947c13efd3362478c5
d7e9c85e848d6a19787a14fce1480c50 532b450a5a986a200b180e887be17e08 a682e8ae0379050417c53c12c7e103d5
ed5e7f71f5b60caa7debd1204dd339e5 d70e2b6559536ec34c6128b5b64115e6 60d4fe817c17cd36fd2e4eccd07102c0
916fdfe1c38032722f7a4d067e7d93bc 2c424686ea071e45beeb2217268e0040 50f66c87566bf9af9e8bb3d67d13f7f2
f795e6cc0f574e533e06f615715c454d a2e4c00827f814dcd24d5d62cbbde30e 8b73a7fc07ab632cc446ea2b7b323d17
09148cbbd35cd14256502e50137f37bc 46004821d505a342c11569cb71af5361 3ac2f919a3c24aee9ff97235fe58c595
cb4492ce0ca1fc1dbba019dbfbc383ad a632c24d22371418afaec16c4f1965d7 cacb5bc0251f580c7c533e5ee4bb23a0
ebe0d13e1180b3802e2fa38e2ad69534 36e781547b274cece4a3b256c5cd6282 8d1015310b2fc616c3ebd0e65f331c79
d3699bc88d9e1e6436d3cff4d11a4ee5 55388a9517ce2c7b07d4cc1ae68e3521 869e7d1873de643a630ab936cc7be0cd
8f260fa762f58ed0af37d872143e1486 1592effcbe6f038fa86229b8f6c310d8 0c2e2cc1f5a8a1720bd00640c53be941
d08ab4d5de3ed4940e7f87b365e02385 cb531e89eaaabf07cbe395e5af2cd3fa 3c32379102fee5a276133f9ee63c8465
03dbe4d4b837bbfd5455944a8ef340be 0e3e3328478231335d61cf5ee322a563 ce758a3f3f10f1a8e5b8b373edee2f1a
b2586585631b0053c3e6ed18b62ed568 e6c66a584992592088042d9370da9a10 b82b90fb2a4e9c91de2f3053ea11173b
c9b4270b9a50ed4cf579a0d0d1eb88cc 409bafa69a5e9f88b5604b50f20fe76a 25f49b24909a9d606c3c5c5d7c41812b
8dc35e4cccd49c51230d455a49a9cd45 b31e46536132adbf5c999ebfd4712585 3ef9649fefd5ef7ad799d2d267d856e0
2f4345809d5a3402dc59b086747a321f e7e71426ea2b2e514e4c17eab7f00fba 1c15ad65ee08df1fc4776beb61f135d9
46bf58536a89e2c89143db533056b792 9fe69f110711aa73b5b7bafa91ab9447 2095dc2513d7a0568ade6d98d16e036b
457acd7acca842746ad0b2e9b8f1395d ce5278edcaf0dbbd26ad41f8de436a61 460c053471bdf899965141ec18be910c
a114cdd036a4bbe3edd8e9ec1cf90214 24271becd4353794a86e26cdeb9b5c0e 20cf3b7910ea2c8a7ef2c779a25512c4
38ea7322fa50790cb9f81186ae04ff7d d9c85a9370b864da715114fe94bb7d40 d87f1cf4d94078120687afeb41513001
28dab0c8493cd03e3d51f2b31280e392 246424bf32b1b156225c905cf53d98fd 629122649f217fcf09c6b75ed6e661ab
19763bf1645302cc7779bca4b327c15e 34210f6774ffb04eaa29ee76fda82799 1adfab9cea7df8f238d7b133dff9975b
0538d1fa40d72757109139886c47ee81 82c7f42aa5487107dd97fa25a9390840 eef46da03a66aacfe6640e5b63203f9a
c11aefafcf1c9c38a10e129043ff2622 877424e89ceedd1ccdf7412fc2dd2dc4 862e5e5bbe7cbd7f63c7d4a6dd1156f6
